user,staked,unstaked,total,factor
0x4027df81bf9bec081e6c2c62713a898239b9232b,1,0,1,100
0x402b083a73a138cfd70ad8de9d0577139a0b9469,32,0,32,100
0x4034b12ca765992c3c98adb86abb52c8893e717a,11,0,11,100
0x40cd1b8e97cc430a52ea1194e10f7843b00ba18e,0,1,1,0
0x40fb11974e49d3f9e811123bb16c78bdefec362b,0,5,5,0
0x411a665ffdac06e60a44bab5a1580bb3857da306,1,0,1,100
0x41320d3d256e4b9fc59aa6689a67c91c333851f7,6,0,6,100
0x41ae4544d33d5fafc3c6003952f75c0bc1815438,3,0,3,100
0x41ca37052d6f6c5ff804cc037551f1533a6fdc52,21,0,21,100
0x41fa8cf2ae231a7e76881b935d374b4237aa9983,5,0,5,100
0x41fd39b1d3857ea2520448d167c2d0dd28d28a75,4,0,4,100
0x4212d149f77308a87ce9928f1095eddb894f4d68,3,0,3,100
0x427298f10168ac195fc0dd4054d5abc0fd4cd541,1,0,1,100
0x427d1f5e3c24ce2409312c9d4327121f8198319b,7,0,7,100
0x42809894214e068af491ddfa8929385b47f28742,2,0,2,100
0x42d2ba5d094964b5db944ed7f64e6ed8d6743112,2,0,2,100
0x42e2c284ba2b74e99c319a737c9a6aa264b3fb22,4,0,4,100
0x42f804d69299cfa0b43540ffd09cfc78987df2c2,1,0,1,100
0x43076f49698fce5e5665168a5f01d89165a8db41,1,0,1,100
0x430838de19cfadd5ee92cde3882eafabc0a02325,1,0,1,100
0x431b5ddb0ace97ebc3d936403ea25831bad832b6,17,0,17,100
0x431cc5e417d52e9b8e0741a414ed31588ad64c6d,0,1,1,0
0x43266f7defdc8c85b153a6474f5d2a10e330d4ed,3,0,3,100
0x433d56f39525d60673541c09a5a400c9794dd0c6,2,0,2,100
0x4390b9fdb1099805e36f9d1a6b33b290719cd0c0,7,0,7,100
0x439f65fe6a56d7bd0e851bd6a03752b3996d83a5,0,0,0,0
0x4472a5de92b8bf95381a6910d0570a21cb08b30b,69,0,69,100
0x44b6282c313871ddf5afc9bc52682113843cc851,9,0,9,100
0x44cf9689823f5d82ff49bd6d6dd9a7bc7b910da0,2,0,2,100
0x450012dfd9105182a9a0cf26119c1257f96e7f87,2,0,2,100
0x458850dbffe2c39e0a24af4e3f4fc333f066862d,2,0,2,100
0x45a7ea1a8d13fade7e9ff7aa9f4b01baf99dfa83,9,0,9,100
0x45beacbb0e144718e17deac4dd810a7501244c89,3,0,3,100
0x45d2738f38fe72eabf26306ad055cc433fa1f76f,0,1,1,0
0x45ed4349085bd59038b4adf1e77a4543706aa6c0,1,0,1,100
0x46228b684507aebd94734b6fb327ebcb57552664,8,0,8,100
0x464e1e588bb3f49d039ab8c4d5e33bb47ff8915c,1,0,1,100
0x4689d6581b12321bb480d343eb24b33be4b07d9e,3,0,3,100
0x46b78c4e9c3db632fe85f831f03bef9c73f43874,4,0,4,100
0x4732e9e9d5eeca07703510b05d8976d1f2678812,7,0,7,100
0x474ec5914cef2e1ea506eb4c822729e1f68911c3,1,0,1,100
0x478bb542f7658d635abba67edb987806dff5b83d,4,0,4,100
0x47b49f40259061f9bb62646e5e6a7561bf30a58e,25,0,25,100
0x482efe595b15a8222c34d2eaf7828d1785a8dbd5,1,0,1,100
0x484f5304ff80ec653f72822d31d9cb07743fe1a5,8,0,8,100
0x487a76b9a8a0cda0a5ecae891a6c18fb14d05a4e,4,0,4,100
0x4893ce4d89f4d3626e9ce9dbfd71a2d315a774b7,4,0,4,100
0x48bdf7fe0506cf3889ffcd832d84e2273840579b,0,0,0,0
0x49030096fb460a454f339e623eb764dc48c31cac,3,0,3,100
0x490c6bceed506425345b82253d9212d023f1d1e3,6,0,6,100
0x493412df8a426a5ee90a35400acb933e9479aac7,8,3,11,72
0x493b1af89a2aeb19d1f40a79ba50721bc1360aec,1,0,1,100
0x496fc41e88e8b40812c426691ee23faa1b3cb910,56,0,56,100
0x49d443d89da0712b1d608eeaedef2650ab8b2206,18,0,18,100
0x49e59de5dbf06ed83116afaa0570bfe13a8d5ba7,10,0,10,100
0x49eebb6ccb00c6c4a114831b79d689bf669d267c,0,1,1,0
0x4a06f2320b17040001174331a4ef89c8214bbf43,9,0,9,100
0x4a2ccc72d8570a7f872832566649f629e35adf69,11,0,11,100
0x4a60adc9dba099a2f0c2c50befea1c017c70f43b,6,3,9,66
0x4a725f822dc5054df7ce3d4f4cad70b462905570,9,0,9,100
0x4ae50051b8dc10d8501041e2eea93341db29b52c,1,0,1,100
0x4b2a34cbb4f51a4f4ad9ec80b0191cb04ef27f90,1,0,1,100
0x4b31c76c07a7dab42c3405a9cb434080c8fa9ea4,0,0,0,0
0x4b6a26c3fa2d17d3cecfd77d5a96d8ac9c5c5b5c,2,0,2,100
0x4c558e774f84d8f713651e39b3fb00104086a8ba,3,0,3,100
0x4c8a472bf54fc484ea8781969ab5959254d91d8c,1,0,1,100
0x4cb1264f7b868a4ad1598c1dcbd26bae7500298b,2,0,2,100
0x4d128d2b339988029a387a0d80ee9d680a84d17a,1,0,1,100
0x4d1473843227f96580ce0d11f0308bc428f9883a,2,0,2,100
0x4d96c4cd2555bdd631af663adc236676c3208c18,2,0,2,100
0x4d9dfc5cf3edf9b4aff12d57576bcce1c0d23e36,6,0,6,100
0x4db32f1b39e2c89975c6122d9e904352e968bc3f,25,0,25,100
0x4ded43fb6b3838ec0b5080550025864c24165c02,1,0,1,100
0x4e127fde1aa060b9a0cd18cd0a6d8b55e8fb9b8c,1,0,1,100
0x4e43b17a7cdd7894b12ba77a0b72f5c16f8d3e0a,2,0,2,100
0x4e844c720bfbbc11073ad114e9652a169e39a524,1,0,1,100
0x4eb5c09f266a6681f3a7729cd4587cbb1ae3d41e,7,0,7,100
0x4f0e2e040fcfc4d80c89f54ce5a7f1799bd4334c,13,0,13,100
0x4f2c034f34120fddc79ae91d9769c92dad1ddce1,1,0,1,100
0x4f4a4a3d55b0a484dd981d91bc792461f19b03da,0,2,2,0
0x4fa7887e2a3967f4de47a65efc54b0a8bf56b409,2,0,2,100
0x4fb5a329479d60a3232981d5c7f985fabbbd9e20,1,0,1,100
0x4fca51a5cf20069e993017bf823daaa583c08d94,56,0,56,100
0x4fd105c45d9b283b84ea28ffa11e6ced61c6f26d,26,0,26,100
0x4fd571ef37ecd361b76d0111d11c38e28dffde5c,31,0,31,100
0x50ae074ea6965c656b6ea8b53ab39f22f6b63e1b,2,0,2,100
0x50f028bd83ae3290b2d06e223b99be78b665d1ea,6,0,6,100
0x51413c76887178c23adcdc9a131f4e36ac90196a,1,0,1,100
0x518fc478e735911eadfbcf84a38b072a873f80c4,2,0,2,100
0x51949bee07ed878bdc7b537fe94de47ef1e6dc2f,7,0,7,100
0x51f4701d149e46114e57a943f2a175ed6c5820bd,7,0,7,100
0x521f4d5649726836ad4273cd0741e2edde1fcdf0,3,0,3,100
0x522fae59d010fd1e2f89062296dde7dc53d82cf1,2,0,2,100
0x529e1e883d88bf56bd21234f0538a348dc3bac04,8,0,8,100
0x52c984805240d4f98ed6a56a4d421542dd4cdf77,3,0,3,100
0x52cf35d079a551d90c50d0105891d28243f905de,2,0,2,100
0x52dbde403a9fcd6e9e5dae372cdafb499c4a548b,2,0,2,100
0x52e62d8f7d68a986b88a017a950bcc4227b8be53,0,1,1,0
0x52eb753f528e3113099bbc8304233dbaa49ba9b3,1,3,4,25
0x534d1a3374c966502e25d1d5d1e0ba9b5bd67c37,6,0,6,100
0x535aed7eb3cf62f70f24b60bd010489c5bda4422,3,0,3,100
0x53654c0fb33079487477246feec866e700fed0ab,3,0,3,100
0x536669b66af059feed02eadf20247f396bc3545c,0,1,1,0
0x53672f9be477d5829fcdde348f35caf15b2e3255,1,0,1,100
0x536aab8641a3893bed58706846ea311d69ffb558,5,0,5,100
0x5374772bcd432a2469cb1f0618324cbe26ef56f4,1,0,1,100
0x53819902e74a6a484097851735b412a3ebf467f7,5,0,5,100
0x53918dd1bcbc55e23ca8eab90cb9123fbed6fb60,11,0,11,100
0x53dbf5c19839dea204f7bc60eccc4e8dea7ffbba,5,0,5,100
0x5437500b3c72fbb66af2c4bc6df5f1c495d3a4bd,5,0,5,100
0x543991f248e8e9cb9cc92196d03dcf612c108dbb,10,0,10,100
0x5478e1cf9f8bc1159533069a7bafd5c5acebde0d,4,0,4,100
0x54a0207ac62fbeaf63bc83b0bebb73322f84067c,1,0,1,100
0x54bc8cdb4c2ead13b4e36952c4dc19c18294efea,0,1,1,0
0x54c585c92880072a80c2ff7616fdb0712738c4d7,1,0,1,100
0x552b80f48c2a670d69871009c08041d0c4fa3858,1,0,1,100
0x55557bef6702870985486615c2cb647ed5516cfb,11,0,11,100
0x556c5f62b47b4eaeee16d2b3fe7114b226056728,3,0,3,100
0x55803dd2f7f2768accfe7fd3b477d8cd51684160,0,1,1,0
0x55b434e4e5d27cd60946e79e1c7f50b3ca50d6e2,6,0,6,100
0x55dc5c2474c359f3e985fc8d02f839a33d304593,1,0,1,100
0x55fc5ec8b6ff3d660e74d97fab030dd27619a8ce,3,0,3,100
0x562ed81e568d860d2b7ce395a6ae364398e2a100,6,0,6,100
0x568382dcfff1205906934e2c41d9b04a38eaf9b7,1,0,1,100
0x56c7cf91eb7b4ab0f39ef46d4e8b4b44d49e9474,1,0,1,100
0x5708df8c01d2bcec22dfa66c501e27c197ba2470,8,0,8,100
0x5721b5085768b0848ddcdb59facb43ca28b8098b,2,0,2,100
0x5729aad3eba24e48ccae8fef1563d65de55d63d2,7,0,7,100
0x573ba15a705d7e1510f1b8aa52167a86ad9bc444,2,0,2,100
0x5785530b6f0ea72b0dba474d55b43e1af1182cad,7,0,7,100
0x57a530710a4b9ad4a8728c6f2363db4aaaf91698,2,0,2,100
0x57e625c06900812ce1dd8fa56fb6dc111ef053d8,7,0,7,100
0x582b90dd9c01a341acd0b4ecf85ceaf0c15bc0ab,2,0,2,100
0x5863a2afdf344da52d3b5fcaa933fe4ec391430a,14,0,14,100
0x5875f93cf665afb7dff7bf5a2bd831c9495dba33,38,0,38,100
0x58852fcf11cc576f014039bc1a958ec0c5c7d74c,1,0,1,100
0x58d03bd59660a992973f821e1000d851cd9186ec,4,0,4,100
0x59459c6cd4611c667f8719ebe6f25f8a9b19e71a,2,0,2,100
0x597513370bc3864cde781d18fa4bef1a9448c3df,0,1,1,0
0x59e72ce54f31b1788306d4d28cba6b4d6cf0b5a3,2,0,2,100
0x59fbe8dc6849ab691e81350634b17c5dd57ae937,11,0,11,100
0x5a077f81e4df021431f25b12541ba233084380c2,5,0,5,100
0x5a16d7fe972fbb8ad0f76d8804d63a2ac4bcc0e9,0,1,1,0
0x5a17f73b1e50cc8fa355ead327f35d1ad09fb200,2,0,2,100
0x5a659a97dfbd423a8824d472c879135b7e6c2227,1,0,1,100
0x5a73879e85c9ca0fabc86d65efd2daeba6b1bc33,1,0,1,100
0x5a83cd9cd1481155d384e3dc1bf49c0900f6b0fb,10,0,10,100
0x5ac6f09664b0cf3930ccbd9690ffc2a61c8e231e,10,0,10,100
0x5aec521d35356b6f92e9771eef9bbeeed0567774,2,0,2,100
0x5b5452a7c4896114add3d5e3ef72849db458d83c,1,0,1,100
0x5b6593d49384f906c6db7b5e39bf7864e0540f3b,3,0,3,100
0x5b85988f0032ee818f911ec969dd9c649caa0a14,13,0,13,100
0x5bc4245b4a9ec682df832f813851badf29fa7d64,0,1,1,0
0x5c26f97daa3952125c89dfcea4cc657f3eb37894,2,0,2,100
0x5c6305f89f7d308ce0161aa520775621f347d238,2,0,2,100
0x5cad4eed8374f1f3962b915b71acd36f4927e1d1,7,0,7,100
0x5d06c65961476fc3d5d812e14b9a8dbf995c06f6,3,0,3,100
0x5d20e6c0db887b5c3281edfce5bb7677565e2b8f,7,0,7,100
0x5d9e8af2a89f095ac78f59b98588dc3e60a221cb,0,1,1,0
0x5d9fdfaacf5bc2e759fa210f6de3d7de5457b385,11,0,11,100
0x5dba80185e29d150ce2a45e5f59188c5ade282ee,1,0,1,100
0x5e9c49d9c95e79f853fd6cf8b6065b3995c9b10c,11,0,11,100
0x5e9eae65d330e32fc400909a97e8c83428149e7b,4,0,4,100
0x5eae1ad9b2ab0ac6d0725cdfa41816093a56717e,4,0,4,100
0x5eafddf4254973773ee4135458ff98cb93293b72,7,0,7,100
0x5ebeddad8467cbd5d71e199e1a84de713f38722a,0,0,0,0
0x5ec9e3b9a0d15107fe31a2130e1a1726fdaed763,2,0,2,100
0x5edae7594dc0e6998bf21721eda38c24fe200586,11,0,11,100
0x5ef22d551ca109f5cc7996502709065b39cdd23b,2,0,2,100
0x5f161ecf7ee44b65f709c741dab178c0a3de8115,4,0,4,100
0x5f2aa143b4cc3cb7c1caa41701d90b570d8a0d48,11,0,11,100
0x5f6a05fcc6e1d3e2d2e66b677d0c2b33bcffa8d7,1,0,1,100
0x5fa6d00733a3d3225fc5394d6fc6ea71eb9adea0,2,0,2,100
0x5fafec436b45a12ff430804a644e68cb012e5bd6,3,0,3,100
0x5fb93b8fb7087706b79ef5fe7c4815a7e3f25cb3,12,0,12,100
0x5fcb45a0a5debab4cf5d2d5043b35990abf61168,12,0,12,100
0x60103fda8d55544ab57eed66ea8befa15bebce13,1,0,1,100
0x6055f147aee9c8045e176ec8da013d5277322242,6,0,6,100
0x60cb85664081285f7817299b9aa0e0cb37e30bda,3,0,3,100
0x611fc05230503fcb2c5bb3a0cb89c3635f3b0fc3,25,0,25,100
0x6144cc6df15e6d40f90560a25e1ac3fab425dcd6,1,0,1,100
0x61469679253a8e7d88366561889410e6a7056d40,0,0,0,0
0x614f2265b9132db4de22b36af805e16890c94515,2,0,2,100
0x616b561c4d85e3b776b38c349ff62efcf8e25613,0,1,1,0
0x61763f12a7b553edf6653f3d001d64f5537aa67c,8,1,9,88
0x6188a3a49a2885a6a2e211e92c9b8e515de0a62d,0,1,1,0
0x61d2c2721e8819d0b9bd2c1df1e1cf6816ecb20b,1,0,1,100
0x61f7fdba74638d01c4f92a70673c6582ac96ce40,1,0,1,100
0x622003c651f894125b664bf7c40f2104188b11b1,1,0,1,100
0x62783a7595c638dece76a4ac95ed44c1522f51e5,2,0,2,100
0x62a128801786b326c28de5aead6c0a08ef06fa5f,1,0,1,100
0x62b23f0b03157f213b2be6b2dd49d70fce69b3a2,2,0,2,100
0x62c74d846a0ce47d7302b30eafeedd8db1637669,1,0,1,100
0x62d06a9f0ad6b2e0cca5472f06e982d00bdf306a,5,0,5,100
0x62fe34221738d55ad237d7256abdfbe2b175ad3f,5,0,5,100
0x630835fd5d3f5937d2585557ae5ad9f803ea687e,1,0,1,100
0x634ca892bcad5e946a0b4133e650bae5084cf124,2,0,2,100
0x6359b350ace096b5d9979161be666c93575c796f,2,0,2,100
0x63c6dad8b97c94bebd12b7678a21fc4f28d7d383,3,1,4,75
0x63cc0c8c1f0c3b4235eee5bb57e9ea78107e6606,8,0,8,100
0x63d3cbca3e5a41878385d32a155b3fd10b0c86f8,3,0,3,100
0x63e7a104bd5c9437a4eae0c76ea0dd4a654bf616,24,0,24,100
0x6457c90dd48086b08e22288d6521a251e02d2617,3,0,3,100
0x6475372b5207fcbc430a8fb98e5345a597236ad6,1,0,1,100
0x6520d7b99c8cd59a8873f32d902f6d8e406c6386,10,0,10,100
0x65247bca0ca7267af28817db94ba73d1ce39110e,5,1,6,83
0x65c0fb93d1fcdaf7315b6e53797e391679a3c687,1,0,1,100
0x6633de50830bfca7cd07766e4096a1f76064b638,3,0,3,100
0x6652aa325c7f114fb1d1f5540b52c89ed37f7b79,1,0,1,100
0x66a4e15595936474ed692b68d9e565373be28c74,1,0,1,100
0x66c6b36e83c53ab2eb7ca0d40eeeaad2a852f4fa,25,0,25,100
0x66d7e8e8b7aeb600ac40ef588582667eb7910df2,2,0,2,100
0x66e8594ad58165fb9de6eed6582eed898bda08aa,1,0,1,100
0x6735acd47fc9f2f1aafec30fa1b65ae9b0a850ee,1,0,1,100
0x679c3d812f69042671ab45bc1beb124299c870b2,4,0,4,100
0x67aeb2ee91c7234488ebaed9229d3a58246d9638,3,0,3,100
0x680166d83de22b058675b87fb952a8ece5decbdf,2,0,2,100
0x68342aad011fe0ccb578920dc5aed9c9a0986fd4,6,0,6,100
0x685f669bd66e2e42c19de9bfe7ca0f6e3ebcc9fa,0,3,3,0
0x68692d2d44e07522a532f371491e8c70138e4cda,1,0,1,100
0x687daca4e1e4909daec05936d98acae4641c899f,12,0,12,100
0x68c0c688f3a49ff5af0bb0164e6a50b9b0fad8e2,0,2,2,0
0x691df042e22170ba054e612f8d351d32a27f28d3,3,0,3,100
0x695a9499cc97642e559d9062ad1e5af5de26b94f,9,0,9,100
0x6966d860a6447aa5e2a77bbef707875737f6ea6e,3,0,3,100
0x697e51aaf4c5a9fb06df641e65779a905d961cfe,0,0,0,0
0x698cea4e68bb4e7e9e4526feeca5de401aabb7ba,11,0,11,100
0x69b8a24edc9053b3d007710e7b986df40a0bc7eb,9,0,9,100
0x69e69571d0d07edbede6c43849e8d877573ee6bf,3,0,3,100
0x6a3611183ed4c08d1ce0a83b781f2d88a4f949a8,4,0,4,100
0x6a6899b0d5cb32981ad24a0eb857a4f8870ed622,1,0,1,100
0x6a790eb9393b97dd841fc70f1aaf63d40fa5602b,10,0,10,100
0x6aa65066dd10e870239f37782bc44d7f7e8a4625,5,0,5,100
0x6b36a4bc82d2b87419ad2ccd1184ba2bc147fbab,2,0,2,100
0x6b6512abf3d357d64048e92fee9b1267d11ffb65,1,0,1,100
0x6b973021ec7b1b758c9078a95ee8c63ab7912579,3,0,3,100
0x6bb84c48a071e8169aad9fd94e8b748ac4ea3f05,18,0,18,100
0x6c0d41720036d5b3eac3042eba5ac272c105f4c4,1,0,1,100
0x6c72f6724849d90656797fa559f7f96dfd8eb94b,2,0,2,100
0x6cb6161913a1ac477da7cc890e54284839991136,0,0,0,0
0x6cf1161d8c8277949897d98370d88b5707b5eca1,4,0,4,100
0x6d19a4c9c5f79e365652c5bb0c4c0dc966aed585,1,0,1,100
0x6d408a8f57e17ad6169bc770be2505beb87975f0,5,0,5,100
0x6d6c4b2c1a89b87486b54faee0f383626611c221,1,0,1,100
0x6d796c27953793f783465bfbd57bd033d3cef2a3,4,0,4,100
0x6d8a144efca3e16c8e2adbcdac7ccf34164b0796,11,0,11,100
0x6df73e759825f0488fd7931fea8b331081add215,2,0,2,100
0x6e023a834d7c695666936a9b15f5bbdaafcdf6da,2,0,2,100
0x6e75ca1f6797ab332f6c3acfd4faa64a5ebd8eea,11,1,12,91
0x6e7d091c81aa830f382732026c098b55561fed33,1,0,1,100
0x6edf79ef071c0b42016c9ad1297e3742ed31482b,2,0,2,100
0x6ef4faebfeaaf6abf262a7d1813f6d3e6d57a8d6,1,0,1,100
0x6f4f344e23ca63932665c63a597356cab6c9ee47,1,0,1,100
0x6f5b679e376deea6b7a0b7d544f34400f8ec99d3,4,0,4,100
0x6f79439112f7664d167fe7e4b7932feed9bd4390,3,0,3,100
0x6f7c11b4ab93e0aa05e311fc6861c19e831867d1,23,0,23,100
0x6fc2a0ef268f5ec9e6931138948e2121fe9a9e69,6,0,6,100
0x6ff3bd56004ef5769db06f14f80f09f8e6c786ea,1,0,1,100
0x70b1707a58879715be03199fc773ba2d370eb2cd,5,0,5,100
0x70eb0bf3ea4880816235db1e77276dcaf0326283,3,0,3,100
0x7106806b1d3b003fc222bc7437f5a3611985d8fc,1,0,1,100
0x7109e65408f6e0bb2d7286ba4c5493e92043bea4,8,0,8,100
0x7133620e8928cb49d3a75629cc704f866502fd44,5,0,5,100
0x715085f660bed9b2fab3920293fff56875b7bc30,0,3,3,0
0x71816216269dda65a20a470e59f08fc1699562dc,2,0,2,100
0x718c0921aa01b75e40ed972f17152f4471d4a461,5,0,5,100
0x72014009f963291aaa3249ddf3905405c643bd6a,4,0,4,100
0x720ebc47d7821bfbfc0d1dcbbd65fe36e31d20fc,6,0,6,100
0x723ee94061436bc5db4cd8bdadee578d14648f95,8,0,8,100
0x7265217a42c7fc49a44adc1a20928c0b8c4d559d,1,0,1,100
0x728b783b07f586d73dfc8660b44d61858df2bf1c,1,0,1,100
0x72d97644fef4134187c31b34602a98e8669d112e,1,0,1,100
0x72fecb76a39536f6851cb53deae03e66cf3a8d4a,1,0,1,100
0x73413bb1ff8dc38d911a4bc6e11ef670c8bbc4de,228,0,228,100
0x739c20ca2f20bba1b4872e6b06159bf58e4c81ba,3,0,3,100
0x73f23e9ffe43d871b0ffb493b0a87a360cf11f41,22,0,22,100
0x74067477692b43f7cce5018c7eb0060820703d83,88,0,88,100
0x740ca71e0ec5af1ad8c8fc3f1d2445f65c48bccf,3,0,3,100
0x74111a56c2fa6515ab7926dbdd8c7d318aa0312c,1,0,1,100
0x744b39c846b1dbcf99d909c0d9b8609f927fbf75,9,0,9,100
0x7496b3eb2a23d5ee2f23a9b29c93e14f1873df52,0,0,0,0
0x74bcf40fea4d9ab534720a811dd8cd92fdebce0b,3,0,3,100
0x74dbcd50170d5b1e4bd40a4e054f5fd2ffd8c5ab,1,0,1,100
0x74edf611be0f0465772df60df9f9d7cf16989a18,2,0,2,100
0x74fedb2db59e85917104426d7e71deac9c4d706a,1,0,1,100
0x7512657bc0ff46a1f391594aec2f143318bc7bf5,2,0,2,100
0x7536542f351384543c9fd340a45e841881be3ee9,3,0,3,100
0x757798a86d89f6786cb5ba75f74086bdc6ab0166,1,0,1,100
0x7584b4c1dd3f664eb20fbae3f93b854c05b04758,4,0,4,100
0x75dfb218a7f5818322ce549d5adb7e6825dd8fb9,3,0,3,100
0x765d9c485bebb431872ea51d000a20623c1e5b94,6,0,6,100
0x76774a6bf17c93f855493e2e5d5e9291047c3dcc,3,0,3,100
0x768e3b10ebbfa2d72f055b3c982e0ca1a7069363,3,0,3,100
0x76a907768663f30d39e2cdbc6c4344cd8d557398,1,0,1,100
0x76d3a59fa959845381276786a9245c5f6284caa9,2,0,2,100
0x7705ccfc1e1aaf09d24070f17e6eb64629e0f361,1,0,1,100
0x77099c0d360d7106f0f75fae33cf7cd0a49a832d,0,0,0,0
0x77d352647bd6054ce541ee9c08f2830cf31b878f,6,0,6,100
0x77e125d23e6c0d081086f0d849b4350ea6206a8c,12,0,12,100
0x780d956697b6234e7bbebf931808574339266df3,2,0,2,100
0x7853b892733e581f93729f131b8c95ea61454841,9,0,9,100
0x78926dcc712df4dcbdfe6119e002a6470703fb5e,6,0,6,100
0x78f8c43963ac962153501b1c30cb9ef421e8b92c,3,0,3,100
0x78fe7f7ce97856ea86b6f09ad381bab11fda24c6,14,0,14,100
0x79069c2da789433942b8fc33af16adc73a9a1c00,0,1,1,0
0x792ed4630cf06d22ee705d82c9b60f5ca95b0e99,3,0,3,100
0x793e48857f3ccdfe5cf3c504b6dfc7e8dab5b0e1,4,0,4,100
0x79460c048d72cfa52296dfeda5131a81524ed4b1,1,0,1,100
0x798f3034b3350c85b63332f4a4773a599307c63a,13,0,13,100
0x79a0fee4682996fcbd9638ee6b8d7a2194990571,1,1,2,50
0x79a741e4a87acc2daf8549f8d54b855c0f276e45,3,0,3,100
0x79b3361cb2948fa27f84cd41ac81e0ce0f70176a,2,0,2,100
0x79fe7b208422b97a83abf30149070bfd7b096160,2,0,2,100
0x7a0567a7d5a27e0a118c1f750434d90caa5a5445,1,0,1,100
0x7a1bee1cb4e23f4766c0ae600a8e5b1b02f96ccf,1,0,1,100
0x7a27eab6f0f056210e7145b70bf4954b5e5586d6,2,0,2,100
0x7a4ba3489ca5b28f33800e1f95780686495c99cd,3,0,3,100
0x7a56dd7fe45d326393148b42147709f5d44a6121,2,0,2,100
0x7ac0851af72b37ee4e0babef485382437fb96056,7,0,7,100
0x7ac95248bf886fd20db4019a98b607bba284a466,13,0,13,100
0x7af46522bb66db6eb4e38af4574020ec6e05c10b,1,0,1,100
0x7af6086ffd4a55c9036673e7f0cddd1dd647221c,1,0,1,100
0x7b2ad6af37be6a77c95556d9453e4877b6a8437d,14,0,14,100
0x7b7b77693dd8fa5f0f3d1e1e290f049adf2d4773,2,0,2,100
0x7ba991dd5c054f4d6514b00cb3822f6df2499a6c,1,0,1,100
0x7c23b1174d22d18964f80e0cc1b77dbb02582d06,1,0,1,100
0x7c5d520690f63483b0b8bb91c933cd16cb350e5d,1,0,1,100
0x7c781499fe15fc0cfd31534173ba3c4ef2ab242c,1,0,1,100
0x7ca7db1299e7da45abb55d274a18ec6ea53d66b8,3,0,3,100
0x7ce264e84f9d810009759e87cc3c85fb2a51a286,1,0,1,100
0x7ce5039a2383ba2cdf57df1a8bd353e021c37492,0,1,1,0
0x7ce6ee3207074a565bf4e89f26392405c2f21418,15,0,15,100
0x7d38bc797828b929039f116ed2448356455f748c,4,0,4,100
0x7da02e5a5dfb3312a2b8487a04cb6b062923618a,4,0,4,100
0x7da3bf2a60727b861aee226a9c044675078a3699,23,0,23,100
0x7e2dd844e1e5a67d2dc492dc0e33b9a50252c866,15,0,15,100
0x7e52b397adb92d1e0d6c0e42dd67529a7bb3637d,1,0,1,100
0x7e596b141b1b8a14346fd73f873bd28b4fb1660a,4,0,4,100
0x7e6d4810ea233d7588e3675d704571e29c4bcbba,1,0,1,100
0x7e6f6c2af1be8d840f12a7d0710ec173a4706ebe,11,0,11,100
0x7e9ea305b9a2df7f49ec9bb3a9ecaeca577220c8,7,0,7,100
0x7f0b21e3194ebbc0020de093066fc7621c4854c9,1,0,1,100
0x7f42c69f5a4be0932a1af327f2df6b6990dbac2b,1,0,1,100
0x7f43d39cc8df7c268c5375cbd9968863b2b82530,1,0,1,100
0x7f44bbcad722efd365ded12a88478f48c0026c0c,1,0,1,100
0x7f6b25f635d4b672296591b5a14f96a2609ef468,4,0,4,100
0x7fa01795bb0b15138622b2e3157e7cc861aa51be,26,0,26,100
0x7fba34e5b264c95f9a8fa8101ca1a8e49dcbce55,4,0,4,100
0x7fc5f95b4ebc39855bbff6135bbcdd6bcf754e7a,1,0,1,100
0x7fe5b2a71390b3213c9b8cb68ba03d0bfe7f878e,2,0,2,100
0x80027f0fc5f1710b9e8d51b917e00469f3b6c222,1,0,1,100
0x8004f4a1aa38850ea1753292e156a3716cee61b1,5,0,5,100
0x805b1a753a13f3a8106bce41ecdad89842a4f4d4,1,0,1,100
0x80780194a830df4ead5541db3a410d592a0094a6,2,0,2,100
0x809e7de373abce35372584f8739deb644985f1f8,0,2,2,0
0x815462a6cf28c23049c875752eb22ff8971f1fcc,4,0,4,100
0x815612815d7fb01b1e8a97fe4a0996e77245a3aa,28,0,28,100
0x829a2eab39abb84c1e0aa621736a14443b5c5075,2,0,2,100
0x82bd4da326cb881db1f398f0b5e1f2ea750a8435,0,0,0,0
0x8310d0ea5da5a94e0adec01f9ba5c0d6d81e7359,2,0,2,100
0x834f278ff43a2d6421d5bba843ed43248a2a84fa,1,0,1,100
0x83536702948ab25fa43540cd5744fff8ffe9112d,2,0,2,100
0x835649a4ad9c806405b03e39bfcd02d6e81b408f,14,0,14,100
0x836da1e3b5dea30229b87d8b261f3c24cac7a2bd,1,0,1,100
0x837c68f834170eaed28547b0a46ecbb923987127,4,0,4,100
0x838311da0d257b3dd6454b6f58f7102b2506dbe8,0,0,0,0
0x83944fa47159bf3f95dc5498044bc50e52b3b2f6,2,0,2,100
0x83acd3ba8ef0aadbeca0409b2486440c35892db4,1,0,1,100
0x83e6dcf505039b7b04347cece77b6cae9a38a952,2,0,2,100
0x8439619399ebfad1f447c41d7ab3ae45a81f6986,15,0,15,100
0x84411e36f57516f3b359d9afbcada418f07bbccc,3,0,3,100
0x8454e1ee9a5324a291516b95364a929d723b2308,0,0,0,0
0x845f3a4e5d3c5bb17037f96d510026e6c3bc8548,4,0,4,100
0x846c13feb4b4e71772905e0a51b10fbf640f555b,2,0,2,100
0x848c72660955bd9c360298bc3f0932f0a9d409a4,6,0,6,100
